,full_title,title_shown,book_url,rating,price,availability
14,A Murder in Time,A Murder in Time,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,One,£16.64,In stock
15,The Murder of Roger Ackroyd (Hercule Poirot #4),The Murder of Roger ...,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,Four,£44.10,In stock
16,The Last Mile (Amos Decker #2),The Last Mile (Amos ...,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,Two,£54.21,In stock
17,That Darkness (Gardiner and Renner #1),That Darkness (Gardiner and ...,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,One,£13.92,In stock
18,Tastes Like Fear (DI Marnie Rome #3),Tastes Like Fear (DI ...,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,One,£10.69,In stock
19,A Time of Torment (Charlie Parker #14),A Time of Torment ...,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,Five,£48.35,In stock
20,A Study in Scarlet (Sherlock Holmes #1),A Study in Scarlet ...,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,Two,£16.73,In stock
21,Poisonous (Max Revere Novels #3),Poisonous (Max Revere Novels ...,https://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Three,£26.80,In stock
22,Murder at the 42nd Street Library (Raymond Ambler #1),Murder at the 42nd ...,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Four,£54.36,In stock
23,Most Wanted,Most Wanted,https://books.toscrape.com/catalogue/most-wanted_623/index.html,Three,£35.28,In stock
24,Hide Away (Eve Duncan #20),Hide Away (Eve Duncan ...,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html,One,£11.84,In stock
25,Boar Island (Anna Pigeon #19),Boar Island (Anna Pigeon ...,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Three,£59.48,In stock
26,The Widow,The Widow,https://books.toscrape.com/catalogue/the-widow_609/index.html,Two,£27.26,In stock
27,Playing with Fire,Playing with Fire,https://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Three,£13.71,In stock
28,What Happened on Beale Street (Secrets of the South Mysteries #2),What Happened on Beale ...,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,Five,£25.37,In stock
29,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),The Bachelor Girl's Guide ...,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,Five,£52.30,In stock
30,Delivering the Truth (Quaker Midwife Mystery #1),Delivering the Truth (Quaker ...,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,Four,£20.89,In stock
31,Tipping the Velvet,Tipping the Velvet,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html,One,£53.74,In stock
32,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Forever and Forever: The ...,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Three,£29.69,In stock
33,A Flight of Arrows (The Pathfinders #2),A Flight of Arrows ...,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,Five,£55.53,In stock
34,The House by the Lake,The House by the ...,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,One,£36.95,In stock
35,Mrs. Houdini,Mrs. Houdini,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,Five,£30.25,In stock
36,The Marriage of Opposites,The Marriage of Opposites,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,Four,£28.08,In stock
37,Glory over Everything: Beyond The Kitchen House,Glory over Everything: Beyond ...,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,Three,£45.84,In stock
38,"Love, Lies and Spies","Love, Lies and Spies",https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,Two,£20.55,In stock
39,A Paris Apartment,A Paris Apartment,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,Four,£39.01,In stock
40,Lilac Girls,Lilac Girls,https://books.toscrape.com/catalogue/lilac-girls_597/index.html,Two,£17.28,In stock
41,The Constant Princess (The Tudor Court #1),The Constant Princess (The ...,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,Three,£16.62,In stock
42,The Invention of Wings,The Invention of Wings,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,One,£37.34,In stock
43,World Without End (The Pillars of the Earth #2),World Without End (The ...,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,Four,£32.97,In stock
44,The Passion of Dolssa,The Passion of Dolssa,https://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,Five,£28.32,In stock
45,Girl With a Pearl Earring,Girl With a Pearl ...,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,One,£26.77,In stock
46,Voyager (Outlander #3),Voyager (Outlander #3),https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,Five,£21.07,In stock
47,The Red Tent,The Red Tent,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,Five,£35.66,In stock
48,The Last Painting of Sara de Vos,The Last Painting of ...,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,Two,£55.55,In stock
49,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and ...,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,One,£49.53,In stock
50,Girl in the Blue Coat,Girl in the Blue ...,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,Two,£46.83,In stock
51,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Scott Pilgrim's Precious Little ...,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,Five,£52.29,In stock
52,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Tsubasa: WoRLD CHRoNiCLE 2 ...,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,One,£16.28,In stock
53,This One Summer,This One Summer,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,Four,£19.49,In stock
54,The Nameless City (The Nameless City #1),The Nameless City (The ...,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,Four,£38.16,In stock
55,"Saga, Volume 5 (Saga (Collected Editions) #5)","Saga, Volume 5 (Saga ...",https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,Two,£51.04,In stock
56,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)","Rat Queens, Vol. 3: ...",https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,Three,£50.40,In stock
57,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)","Princess Jellyfish 2-in-1 Omnibus, ...",https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,Five,£13.61,In stock
58,"Pop Gun War, Volume 1: Gift","Pop Gun War, Volume ...",https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,One,£18.97,In stock
59,Patience,Patience,https://books.toscrape.com/catalogue/patience_916/index.html,Three,£10.16,In stock
60,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)","Outcast, Vol. 1: A ...",https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,Four,£15.44,In stock
61,orange: The Complete Collection 1 (orange: The Complete Collection #1),orange: The Complete Collection ...,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,One,£48.41,In stock
62,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)","Lumberjanes, Vol. 2: Friendship ...",https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,Two,£46.91,In stock
63,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)","Lumberjanes, Vol. 1: Beware ...",https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,Three,£45.61,In stock
64,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Lumberjanes Vol. 3: A ...,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Two,£19.92,In stock
65,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)","I Hate Fairyland, Vol. ...",https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,Two,£29.17,In stock
66,I am a Hero Omnibus Volume 1,I am a Hero ...,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,Three,£54.63,In stock
67,"Giant Days, Vol. 2 (Giant Days #5-8)","Giant Days, Vol. 2 ...",https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,Two,£22.11,In stock
68,Danganronpa Volume 1,Danganronpa Volume 1,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,Four,£51.99,In stock
69,"Codename Baboushka, Volume 1: The Conclave of Death","Codename Baboushka, Volume 1: ...",https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,Four,£36.72,In stock
70,Camp Midnight,Camp Midnight,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,Four,£17.08,In stock
71,The Secret Garden,The Secret Garden,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,Four,£15.08,In stock
72,The Metamorphosis,The Metamorphosis,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,One,£28.58,In stock
73,The Pilgrim's Progress,The Pilgrim's Progress,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,Two,£50.26,In stock
74,The Hound of the Baskervilles (Sherlock Holmes #5),The Hound of the ...,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,Two,£14.82,In stock
75,Little Women (Little Women #1),Little Women (Little Women ...,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,Four,£28.07,In stock
76,Gone with the Wind,Gone with the Wind,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,Three,£32.49,In stock
77,Candide,Candide,https://books.toscrape.com/catalogue/candide_316/index.html,Three,£58.63,In stock
78,Animal Farm,Animal Farm,https://books.toscrape.com/catalogue/animal-farm_313/index.html,Three,£57.22,In stock
79,Wuthering Heights,Wuthering Heights,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,Three,£17.73,In stock
80,The Picture of Dorian Gray,The Picture of Dorian ...,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,Two,£29.70,In stock
81,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),The Complete Stories and ...,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,Four,£26.78,In stock
82,Beowulf,Beowulf,https://books.toscrape.com/catalogue/beowulf_126/index.html,Two,£38.35,In stock
83,And Then There Were None,And Then There Were ...,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,Two,£35.01,In stock
84,The Story of Hong Gildong,The Story of Hong ...,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,Four,£43.19,In stock
85,The Little Prince,The Little Prince,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,Two,£45.42,In stock
86,Sense and Sensibility,Sense and Sensibility,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,One,£37.46,In stock
87,Of Mice and Men,Of Mice and Men,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,Two,£47.11,In stock
88,Emma,Emma,https://books.toscrape.com/catalogue/emma_17/index.html,Two,£32.93,In stock
89,Alice in Wonderland (Alice's Adventures in Wonderland #1),Alice in Wonderland (Alice's ...,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,One,£55.53,In stock
